,0
0,0.0
1,0.0003625900732849225
2,0.0003867634535491877
3,0.0003885550578177307
4,0.0003841013067862995
5,0.00039763219120401733
6,0.0003951825442788769
7,0.00038556130089781163
8,0.00038716578758145754
9,0.0003940126771960108
10,0.0003942026658074997
11,0.0003833178919207928
12,0.00037297343307071316
13,0.00036267361315055983
14,0.0003519588709197238
15,0.00034124766286202854
16,0.0003448903578927248
17,0.0003502290410852993
18,0.0003548083314696116
19,0.00036255618479098003
20,0.0003711199617217556
21,0.00037987986863869457
22,0.0003816316643694156
23,0.0003761913104738713
24,0.0003708528008670939
25,0.00036562060086432025
26,0.0003638000978237401
27,0.00036535769991969275
28,0.00036703196721107114
29,0.0003688213125327421
30,0.0003695850877633588
31,0.00036901448280719703
32,0.0003684562686841987
33,0.00036791050173771436
34,0.00036923798510631034
35,0.00037332090771285216
36,0.00037658741613177894
37,0.0003798540717414193
38,0.0003831208707887446
39,0.0003852773382599785
40,0.0003872230873522065
41,0.00038949922739455595
42,0.000392100011192924
43,0.0003950190329621261
44,0.0003926675808820884
45,0.00038794604474507723
46,0.0003843049627467894
47,0.0003817752094202948
48,0.0003803789179480637
49,0.00038441810921493894
50,0.0003925430019327202
51,0.00040135632768690903
52,0.00041081382405724226
53,0.00042087210916713066
54,0.0004237838772008783
55,0.00041929488410815936
56,0.000414816552320814
57,0.00041034923006246166
58,0.00040589328000933906
59,0.000401843504102097
60,0.00039919604948888905
61,0.00039569729293009183
62,0.0003930971337001408
63,0.0003905179228389512
64,0.0003879600786194686
65,0.00038571877860978516
66,0.00038488104621661637
67,0.00038404405706265164
68,0.00038320781602534364
69,0.00038237232802065357
70,0.0003815375980035118
71,0.00038070363096723574
72,0.0003809890852879774
73,0.0003827969443211995
74,0.00038461596817926705
75,0.00038644599903180673
76,0.000388286881078503
77,0.0003901384605450287
78,0.00039200058567862055
79,0.0003896071099970353
80,0.0003851714627413443
81,0.00038074542594853744
82,0.00037632933944573493
83,0.00037192355842119586
84,0.00036752845424533053
85,0.0003631444153470504
86,0.0003631527868289579
87,0.00036365966119099834
88,0.00036431752634004405
89,0.00036512556782328156
90,0.00036608279289068523
91,0.0003671880365009509
92,0.00036978767716485165
93,0.0003788659179801383
94,0.00038811733292621345
95,0.00039752984501481147
96,0.0004070922930383586
97,0.00041679436992796544
98,0.00042662656211349994
99,0.0004305711293762455
100,0.00042658443736833353
101,0.0004227713746879332
102,0.0004191366769081443
103,0.00041568501963751585
104,0.0004124209953970773
105,0.0004093490893292071
106,0.00040560079616522597
107,0.00040148178896754193
108,0.00039738027993559957
109,0.00039329681724272056
110,0.00038923196960602457
111,0.0003851863271060031
112,0.00038116050202956366
113,0.000380102718977971
114,0.00037927795447274777
115,0.0003784534801168374
116,0.0003776292978047135
117,0.0003768054094472358
118,0.00037598181697057377
119,0.0003757191097370036
120,0.0003780685074440068
121,0.00038043882461189117
122,0.00038282967225264705
123,0.000385240667710464
124,0.00038767143466660823
125,0.0003901216031373861
126,0.00039179198433732807
127,0.00039225072284041125
128,0.0003930617118211397
129,0.0003936838989540544
130,0.00039437095351654774
131,0.0003951225376468498
132,0.00039593828438649876
133,0.00039681779855262734
134,0.00039776065766076286
135,0.0003987369649570763
136,0.0003981104645698306
137,0.00039758716898126423
138,0.00039716748498846326
139,0.00039685174016747737
140,0.00039664018159716826
141,0.00039653297489088737
142,0.0003965302035436597
143,0.00039663186860168915
144,0.00039683788865652465
145,0.00039714810016486544
146,0.0003996274878033283
147,0.0004025597508736708
148,0.0004056979761755005
149,0.00040903742662575703
150,0.0004125732194077534
151,0.00041630035511972647
152,0.0004202137457374094
153,0.0004243082411397991
154,0.00042857865401253075
155,0.0004330197829892937
156,0.00043325614517315515
157,0.0004321930312201875
158,0.0004311299182714023
159,0.00043006680632776
160,0.00042900369538996047
161,0.00042794058545865446
162,0.00042687747653479663
163,0.0004258143686190529
164,0.0004247512617120543
165,0.0004236881558148632
166,0.000422614582416297
167,0.00042153700241366707
168,0.00042046160990789986
169,0.00041938842170837317
170,0.00041831745476276523
171,0.0004172487261572802
172,0.00041618225311758074
173,0.0004151180530098787
174,0.00041405614334191575
175,0.0004129965417630977
176,0.0004111831160374812
177,0.0004087699888919427
178,0.00040648998028470313
179,0.0004043453403737369
180,0.0004023382321599185
181,0.00040047072178500714
182,0.0003987447689174829
183,0.00039716221731378654
184,0.0003957247856573072
185,0.0003944340587641907
186,0.00039432802955596087
187,0.0003958775112732571
188,0.00039745801706675686
189,0.000399069178586427
190,0.000400710626313417
191,0.0004023819898639536
192,0.00040408289828364067
193,0.0004058129803284888
194,0.0004075718647406869
195,0.00040935918051089625
196,0.00041073276201558537
197,0.00041099988609081205
198,0.0004113857292613162
199,0.00041188995931730195
200,0.00041251214355534076
201,0.0004132517506275568
202,0.00041410815279199184
203,0.00041508062854240185
204,0.0004161683655900371
205,0.0004173704641722833
206,0.0004182802226139001
207,0.0004168978130099397
208,0.00041557575026271605
209,0.000414314611531639
210,0.0004131149542387275
211,0.00041197731493898613
212,0.00041090220820925847
213,0.0004098901255617951
214,0.00040894153438651297
215,0.0004080568769278087
216,0.0004072901904559887
217,0.0004090481803985178
218,0.0004108992182090585
219,0.0004128420532737192
220,0.00041487539691297806
221,0.0004169979260847054
222,0.0004192082870533998
223,0.00042150509900405693
224,0.0004238869575868151
225,0.0004263524383762656
226,0.0004289001002269848
227,0.0004285832328349287
228,0.00042805044837963596
229,0.00042764268944923506
230,0.00042736031206466236
231,0.00042720356300062574
232,0.00042717257870025446
233,0.00042726738467124744
234,0.0004274878953704256
235,0.00042783391457841113
236,0.0004283051362596912
237,0.0004283849701621784
238,0.00042832732744554057
239,0.0004282700661341691
240,0.00042821318638091226
241,0.0004281566883375896
242,0.00042810057215507993
243,0.00042804483798340894
244,0.00042798948597139023
245,0.0004279345162671583
246,0.00042787992901781004
247,0.0004261967907575234
248,0.000423644135052253
249,0.0004211099770072648
250,0.0004185946529782966
251,0.00041609850492807846
252,0.0004136218804382209
253,0.00041116513271663863
254,0.00040872862059707966
255,0.0004063127085329738
256,0.00040391776658185046
257,0.00040197758091641814
258,0.0004004504107366398
259,0.0003989412041168151
260,0.00039745016556457093
261,0.0003959775001853783
262,0.0003945234135996737
263,0.0003930881118552017
264,0.00039167180133663974
265,0.00039027468867233316
266,0.0003888969806374672
267,0.0003883462704218152
268,0.0003890619134589314
269,0.000389841605348199
270,0.0003906849619185566
271,0.0003915915711310876
272,0.00039256099404518104
273,0.00039359276583044036
274,0.00039468639682136493
275,0.00039584137361035144
276,0.00039705716016954644
277,0.00039827716304047044
278,0.0003993712756861232
279,0.00040046593065677194
280,0.0004015611235298057
281,0.0004026568499282585
282,0.0004037531055208286
283,0.0004048498860215734
284,0.0004059471871877617
285,0.0004070450048211857
286,0.00040814333476650556
287,0.0004089972706267309
288,0.0004084659792913749
289,0.00040793469679480305
290,0.00040740342317149993
291,0.00040687215845622017
292,0.0004063409026837528
293,0.0004058096558892161
294,0.0004052784181078207
295,0.00040474718937527225
296,0.00040421596972685446
297,0.00040367943212491186
298,0.000402969560338431
299,0.00040231487010483917
300,0.0004017156308129451
301,0.0004011720905419509
302,0.0004006844755580154
303,0.0004002529898506383
304,0.00039987781471044633
305,0.0003995591083527098
306,0.0003992970055849279
307,0.0003990916175221991
308,0.00039824022227770043
309,0.0003973172547036453
310,0.0003963970375696792
311,0.00039547959009629123
312,0.00039456493162525754
313,0.0003936530816188423
314,0.00039274405965997964
315,0.0003918378854524779
316,0.0003909345788212765
317,0.0003900341597110799
318,0.00038954107920680683
319,0.0003891919195082258
320,0.0003888736836849896
321,0.0003885864475463909
322,0.00038833027971397224
323,0.00038810524154045097
324,0.00038791138703638824
325,0.00038774876280510466
326,0.0003876174079873262
327,0.0003875173542135617
328,0.0003881861093864347
329,0.00038925579206281196
330,0.0003903284544321771
331,0.0003914040720255017
332,0.0003924826205746098
333,0.00039356407601185827
334,0.00039464841446860895
335,0.000395735612274118
336,0.0003968256459554833
337,0.0003979184922357217
338,0.0003983971613675109
339,0.00039832557158512124
340,0.0003982550871848366
341,0.00039818570875224316
342,0.0003981174368645117
343,0.0003980502720898641
344,0.00039798421498770065
345,0.000397919266108137
346,0.00039785542599297865
347,0.0003977926951747953
348,0.0003993369366413778
349,0.00040326790656452995
350,0.000407215261193589
351,0.000411178527834745
352,0.0004151572499793855
353,0.00041915098670766753
354,0.0004231593121157688
355,0.00042718181476064085
356,0.0004312180971258915
357,0.0004352677751049877
358,0.00043735404195535877
359,0.00043434355143494134
360,0.0004313440963994647
361,0.0004283559083106575
362,0.0004253792242509712
363,0.00042241428705861643
364,0.00041946134546416654
365,0.0004165206542295258
366,0.0004135924742892887
367,0.00041067707289033767
368,0.000408055887398035
369,0.0004070027546641394
370,0.0004059912075191768
371,0.0004050215571169006
372,0.00040409410463074544
373,0.0004032091408186102
374,0.00040236694559842647
375,0.00040156778762945956
376,0.00040081192390904524
377,0.00040009959937687973
378,0.0003995018066739352
379,0.00040121667955864474
380,0.0004029447013023844
381,0.000404685703655221
382,0.0004064395199952171
383,0.00040820598534734514
384,0.00040998493639816415
385,0.00041177621151100525
386,0.0004135796507379321
387,0.0004153950958309471
388,0.00041722239025010445
389,0.00041789907478856055
390,0.00041851086062475617
391,0.0004191808990943418
392,0.00041990891088401896
393,0.0004206945945699301
394,0.0004215376272213911
395,0.0004224376650417223
396,0.00042339434403871966
397,0.00042440728072752664
398,0.00042547607285698633
399,0.00042855068410569015
400,0.0004321832572284642
401,0.0004358217291435738
402,0.00043946595287904644
403,0.0004431157860706049
404,0.00044677109079040275
405,0.00045043173338565456
406,0.0004540975843217939
407,0.000457768518031579
408,0.00046144441277524696
409,0.00046265564535450315
410,0.0004625898865515973
411,0.0004625403468810764
412,0.0004625070314570516
413,0.00046248994368801685
414,0.00046248908527503916
415,0.000462504456210846
416,0.000462536054779857
417,0.000462583877558888
418,0.0004626479194192105
419,0.0004619040936622798
420,0.00046047700977248533
421,0.0004590990529649437
422,0.00045777066729784196
